,GameEndDateTime,GameID,Season,SeasonType,Status,Day,DateTime,AwayTeam,HomeTeam,AwayTeamID,HomeTeamID,StadiumID,AwayTeamScore,HomeTeamScore,Updated,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,IsClosed,NeutralVenue,DateTimeUTC,GameEndDateTIme,SeriesInfo
0,2025-10-21T23:01:05,22433,2026,1,F/OT,2025-10-21T00:00:00,2025-10-21T19:30:00,HOU,OKC,22,18,18,124,125,2025-10-21T23:14:02,20022433,20000022,20000018,True,False,2025-10-21T23:30:00,2025-10-21T23:01:05,
1,2025-10-22T00:46:08,22434,2026,1,Final,2025-10-21T00:00:00,2025-10-21T22:00:00,GS,LAL,26,27,27,119,109,2025-10-22T01:02:39,20022434,20000026,20000027,True,False,2025-10-22T02:00:00,2025-10-22T00:46:08,
3,2025-10-22T21:42:03,22546,2026,1,Final,2025-10-22T00:00:00,2025-10-22T19:00:00,MIA,ORL,4,5,5,121,125,2025-10-22T21:59:06,20022546,20000004,20000005,True,False,2025-10-22T23:00:00,2025-10-22T21:42:03,
2,2025-10-22T21:40:20,22545,2026,1,Final,2025-10-22T00:00:00,2025-10-22T19:00:00,BKN,CHA,8,2,2,117,136,2025-10-22T21:59:06,20022545,20000008,20000002,True,False,2025-10-22T23:00:00,2025-10-22T21:40:20,
0,2025-10-22T21:43:24,22435,2026,1,Final,2025-10-22T00:00:00,2025-10-22T19:00:00,CLE,NY,12,6,6,111,119,2025-10-22T22:01:22,20022435,20000012,20000006,True,False,2025-10-22T23:00:00,2025-10-22T21:43:24,
5,2025-10-22T22:11:38,22548,2026,1,Final,2025-10-22T00:00:00,2025-10-22T19:30:00,PHI,BOS,7,9,9,117,116,2025-10-22T22:30:53,20022548,20000007,20000009,True,False,2025-10-22T23:30:00,2025-10-22T22:11:38,
4,2025-10-22T22:11:49,22547,2026,1,Final,2025-10-22T00:00:00,2025-10-22T19:30:00,TOR,ATL,10,3,3,138,118,2025-10-22T22:30:53,20022547,20000010,20000003,True,False,2025-10-22T23:30:00,2025-10-22T22:11:49,
8,2025-10-22T22:28:02,22551,2026,1,Final,2025-10-22T00:00:00,2025-10-22T20:00:00,WAS,MIL,1,15,15,120,133,2025-10-22T22:46:28,20022551,20000001,20000015,True,False,2025-10-23T00:00:00,2025-10-22T22:28:02,
7,2025-10-22T22:48:05,22550,2026,1,Final,2025-10-22T00:00:00,2025-10-22T20:00:00,NO,MEM,23,21,21,122,128,2025-10-22T23:01:45,20022550,20000023,20000021,True,False,2025-10-23T00:00:00,2025-10-22T22:48:05,
6,2025-10-22T22:44:43,22549,2026,1,Final,2025-10-22T00:00:00,2025-10-22T20:00:00,DET,CHI,14,11,11,111,115,2025-10-22T23:01:45,20022549,20000014,20000011,True,False,2025-10-23T00:00:00,2025-10-22T22:44:43,
9,2025-10-22T23:33:39,22552,2026,1,Final,2025-10-22T00:00:00,2025-10-22T21:00:00,LAC,UTA,28,17,17,108,129,2025-10-22T23:47:51,20022552,20000028,20000017,True,False,2025-10-23T01:00:00,2025-10-22T23:33:39,
1,2025-10-23T00:16:00,22436,2026,1,Final,2025-10-22T00:00:00,2025-10-22T21:30:00,SA,DAL,24,25,25,125,92,2025-11-22T04:02:17,20022436,20000024,20000025,True,False,2025-10-23T01:30:00,2025-10-23T00:16:00,
11,2025-10-23T00:38:10,22554,2026,1,Final,2025-10-22T00:00:00,2025-10-22T22:00:00,MIN,POR,16,19,19,118,114,2025-10-23T00:50:20,20022554,20000016,20000019,True,False,2025-10-23T02:00:00,2025-10-23T00:38:10,
10,2025-10-23T00:39:40,22553,2026,1,Final,2025-10-22T00:00:00,2025-10-22T22:00:00,SAC,PHO,30,29,28,116,120,2025-10-23T00:52:20,20022553,20000030,20000029,True,False,2025-10-23T02:00:00,2025-10-23T00:39:40,
0,2025-10-23T22:59:56,22437,2026,1,F/OT,2025-10-23T00:00:00,2025-10-23T19:30:00,OKC,IND,18,13,13,141,135,2025-10-23T23:20:06,20022437,20000018,20000013,True,False,2025-10-23T23:30:00,2025-10-23T22:59:56,
1,2025-10-24T00:48:51,22439,2026,1,F/OT,2025-10-23T00:00:00,2025-10-23T22:00:00,DEN,GS,20,26,51,131,137,2025-11-23T04:02:27,20022439,20000020,20000026,True,False,2025-10-24T02:00:00,2025-10-24T00:48:51,
4,2025-10-24T21:12:26,22557,2026,1,Final,2025-10-24T00:00:00,2025-10-24T18:30:00,MIL,TOR,15,10,10,122,116,2025-10-24T21:30:49,20022557,20000015,20000010,True,False,2025-10-24T22:30:00,2025-10-24T21:12:26,
2,2025-10-24T21:41:53,22555,2026,1,Final,2025-10-24T00:00:00,2025-10-24T19:00:00,ATL,ORL,3,5,5,111,107,2025-10-24T22:01:56,20022555,20000003,20000005,True,False,2025-10-24T23:00:00,2025-10-24T21:41:53,
3,2025-10-24T22:08:10,22556,2026,1,Final,2025-10-24T00:00:00,2025-10-24T19:30:00,CLE,BKN,12,8,8,131,124,2025-10-24T22:19:09,20022556,20000012,20000008,True,False,2025-10-24T23:30:00,2025-10-24T22:08:10,
0,2025-10-24T22:06:51,22483,2026,1,Final,2025-10-24T00:00:00,2025-10-24T19:30:00,BOS,NY,9,6,6,95,105,2025-10-24T22:17:41,20022483,20000009,20000006,True,False,2025-10-24T23:30:00,2025-10-24T22:06:51,
7,2025-10-24T22:56:26,22560,2026,1,F/OT,2025-10-24T00:00:00,2025-10-24T20:00:00,SA,NO,24,23,23,120,116,2025-10-24T23:04:40,20022560,20000024,20000023,True,False,2025-10-25T00:00:00,2025-10-24T22:56:26,
6,2025-10-24T22:19:47,22559,2026,1,Final,2025-10-24T00:00:00,2025-10-24T20:00:00,MIA,MEM,4,21,21,146,114,2025-10-24T22:33:21,20022559,20000004,20000021,True,False,2025-10-25T00:00:00,2025-10-24T22:19:47,
5,2025-10-24T22:58:00,22558,2026,1,Final,2025-10-24T00:00:00,2025-10-24T20:00:00,DET,HOU,14,22,22,115,111,2025-10-24T23:06:38,20022558,20000014,20000022,True,False,2025-10-25T00:00:00,2025-10-24T22:58:00,
8,2025-10-24T23:04:15,22561,2026,1,Final,2025-10-24T00:00:00,2025-10-24T20:30:00,WAS,DAL,1,25,25,117,107,2025-10-24T23:20:40,20022561,20000001,20000025,True,False,2025-10-25T00:30:00,2025-10-24T23:04:15,
9,2025-10-25T00:36:52,22562,2026,1,Final,2025-10-24T00:00:00,2025-10-24T22:00:00,GS,POR,26,19,19,119,139,2025-10-25T00:53:35,20022562,20000026,20000019,True,False,2025-10-25T02:00:00,2025-10-25T00:36:52,
1,2025-10-25T00:46:32,22484,2026,1,Final,2025-10-24T00:00:00,2025-10-24T22:00:00,MIN,LAL,16,27,27,110,128,2025-10-25T00:53:35,20022484,20000016,20000027,True,False,2025-10-25T02:00:00,2025-10-25T00:46:32,
10,2025-10-25T00:27:45,22563,2026,1,Final,2025-10-24T00:00:00,2025-10-24T22:00:00,UTA,SAC,17,30,29,104,105,2025-10-25T00:37:28,20022563,20000017,20000030,True,False,2025-10-25T02:00:00,2025-10-25T00:27:45,
11,2025-10-25T01:06:29,22564,2026,1,Final,2025-10-24T00:00:00,2025-10-24T22:30:00,PHO,LAC,29,28,106,102,129,2025-10-25T01:24:41,20022564,20000029,20000028,True,False,2025-10-25T02:30:00,2025-10-25T01:06:29,
0,2025-10-25T21:29:45,22565,2026,1,Final,2025-10-25T00:00:00,2025-10-25T19:00:00,CHI,ORL,11,5,5,110,98,2025-10-25T21:49:46,20022565,20000011,20000005,True,False,2025-10-25T23:00:00,2025-10-25T21:29:45,
2,2025-10-25T22:12:07,22567,2026,1,Final,2025-10-25T00:00:00,2025-10-25T19:30:00,CHA,PHI,2,7,7,121,125,2025-10-25T22:21:01,20022567,20000002,20000007,True,False,2025-10-25T23:30:00,2025-10-25T22:12:07,
1,2025-10-25T21:54:08,22566,2026,1,Final,2025-10-25T00:00:00,2025-10-25T19:30:00,OKC,ATL,18,3,3,117,100,2025-10-25T22:05:21,20022566,20000018,20000003,True,False,2025-10-25T23:30:00,2025-10-25T21:54:08,
3,2025-10-25T22:28:36,22568,2026,1,Final,2025-10-25T00:00:00,2025-10-25T20:00:00,IND,MEM,13,21,21,103,128,2025-10-25T22:36:44,20022568,20000013,20000021,True,False,2025-10-26T00:00:00,2025-10-25T22:28:36,
4,2025-10-25T23:56:40,22569,2026,1,Final,2025-10-25T00:00:00,2025-10-25T21:00:00,PHO,DEN,29,20,20,111,133,2025-10-26T00:07:18,20022569,20000029,20000020,True,False,2025-10-26T01:00:00,2025-10-25T23:56:40,
0,2025-10-26T16:45:57,22570,2026,1,Final,2025-10-26T00:00:00,2025-10-26T14:00:00,BKN,SA,8,24,24,107,118,2025-10-26T16:55:05,20022570,20000008,20000024,True,False,2025-10-26T18:00:00,2025-10-26T16:45:57,
1,2025-10-26T18:31:02,22571,2026,1,Final,2025-10-26T00:00:00,2025-10-26T15:30:00,BOS,DET,9,14,14,113,119,2025-10-26T18:43:57,20022571,20000009,20000014,True,False,2025-10-26T19:30:00,2025-10-26T18:31:02,
2,2025-10-26T20:48:02,22572,2026,1,Final,2025-10-26T00:00:00,2025-10-26T18:00:00,MIL,CLE,15,12,12,113,118,2025-10-26T21:04:12,20022572,20000015,20000012,True,False,2025-10-26T22:00:00,2025-10-26T20:48:02,
3,2025-10-26T20:36:33,22573,2026,1,Final,2025-10-26T00:00:00,2025-10-26T18:00:00,NY,MIA,6,4,4,107,115,2025-10-26T20:48:25,20022573,20000006,20000004,True,False,2025-10-26T22:00:00,2025-10-26T20:36:33,
4,2025-10-26T20:44:15,22574,2026,1,Final,2025-10-26T00:00:00,2025-10-26T18:00:00,CHA,WAS,2,1,1,139,113,2025-10-26T21:04:12,20022574,20000002,20000001,True,False,2025-10-26T22:00:00,2025-10-26T20:44:15,
5,2025-10-26T21:43:33,22575,2026,1,Final,2025-10-26T00:00:00,2025-10-26T19:00:00,IND,MIN,13,16,16,110,114,2025-10-26T21:50:38,20022575,20000013,20000016,True,False,2025-10-26T23:00:00,2025-10-26T21:43:33,
6,2025-10-26T22:10:56,22576,2026,1,Final,2025-10-26T00:00:00,2025-10-26T19:30:00,TOR,DAL,10,25,25,129,139,2025-10-26T22:21:52,20022576,20000010,20000025,True,False,2025-10-26T23:30:00,2025-10-26T22:10:56,
7,2025-10-26T23:38:16,22577,2026,1,Final,2025-10-26T00:00:00,2025-10-26T21:00:00,POR,LAC,19,28,106,107,114,2025-10-26T23:55:30,20022577,20000019,20000028,True,False,2025-10-27T01:00:00,2025-10-26T23:38:16,
8,2025-10-26T23:41:19,22578,2026,1,Final,2025-10-26T00:00:00,2025-10-26T21:00:00,LAL,SAC,27,30,29,127,120,2025-10-26T23:55:30,20022578,20000027,20000030,True,False,2025-10-27T01:00:00,2025-10-26T23:41:19,
0,2025-10-27T21:42:47,22440,2026,1,Final,2025-10-27T00:00:00,2025-10-27T19:00:00,CLE,DET,12,14,14,116,95,2025-10-27T21:52:55,20022440,20000012,20000014,True,False,2025-10-27T23:00:00,2025-10-27T21:42:47,
2,2025-10-27T21:43:47,22579,2026,1,Final,2025-10-27T00:00:00,2025-10-27T19:00:00,ORL,PHI,5,7,7,124,136,2025-10-27T21:52:55,20022579,20000005,20000007,True,False,2025-10-27T23:00:00,2025-10-27T21:43:47,
3,2025-10-27T22:24:19,22580,2026,1,Final,2025-10-27T00:00:00,2025-10-27T20:00:00,ATL,CHI,3,11,11,123,128,2025-10-27T22:39:50,20022580,20000003,20000011,True,False,2025-10-28T00:00:00,2025-10-27T22:24:19,
4,2025-10-27T22:23:16,22581,2026,1,Final,2025-10-27T00:00:00,2025-10-27T20:00:00,BKN,HOU,8,22,22,109,137,2025-10-27T22:39:50,20022581,20000008,20000022,True,False,2025-10-28T00:00:00,2025-10-27T22:23:16,
5,2025-10-27T22:26:48,22582,2026,1,Final,2025-10-27T00:00:00,2025-10-27T20:00:00,BOS,NO,9,23,23,122,90,2025-10-27T22:39:50,20022582,20000009,20000023,True,False,2025-10-28T00:00:00,2025-10-27T22:26:48,
6,2025-10-27T22:35:33,22583,2026,1,Final,2025-10-27T00:00:00,2025-10-27T20:00:00,TOR,SA,10,24,24,103,121,2025-10-27T22:55:28,20022583,20000010,20000024,True,False,2025-10-28T00:00:00,2025-10-27T22:35:33,
7,2025-10-27T22:58:54,22584,2026,1,Final,2025-10-27T00:00:00,2025-10-27T20:30:00,OKC,DAL,18,25,25,101,94,2025-10-27T23:11:29,20022584,20000018,20000025,True,False,2025-10-28T00:30:00,2025-10-27T22:58:54,
8,2025-10-27T23:56:41,22585,2026,1,F/OT,2025-10-27T00:00:00,2025-10-27T21:00:00,PHO,UTA,29,17,17,134,138,2025-10-28T00:11:07,20022585,20000029,20000017,True,False,2025-10-28T01:00:00,2025-10-27T23:56:41,
1,2025-10-28T00:10:38,22441,2026,1,Final,2025-10-27T00:00:00,2025-10-27T21:30:00,DEN,MIN,20,16,16,127,114,2025-10-28T00:26:57,20022441,20000020,20000016,True,False,2025-10-28T01:30:00,2025-10-28T00:10:38,
9,2025-10-28T00:39:40,22586,2026,1,Final,2025-10-27T00:00:00,2025-10-27T22:00:00,MEM,GS,21,26,51,118,131,2025-10-28T00:58:03,20022586,20000021,20000026,True,False,2025-10-28T02:00:00,2025-10-28T00:39:40,
10,2025-10-28T00:58:03,22587,2026,1,Final,2025-10-27T00:00:00,2025-10-27T22:30:00,POR,LAL,19,27,27,122,108,2025-10-28T01:13:39,20022587,20000019,20000027,True,False,2025-10-28T02:30:00,2025-10-28T00:58:03,
0,2025-10-28T21:50:39,22588,2026,1,F/OT,2025-10-28T00:00:00,2025-10-28T19:00:00,PHI,WAS,7,1,1,139,134,2025-10-28T22:09:57,20022588,20000007,20000001,True,False,2025-10-28T23:00:00,2025-10-28T21:50:39,
1,2025-10-28T21:58:04,22589,2026,1,Final,2025-10-28T00:00:00,2025-10-28T19:30:00,CHA,MIA,2,4,4,117,144,2025-10-28T22:09:57,20022589,20000002,20000004,True,False,2025-10-28T23:30:00,2025-10-28T21:58:04,
2,2025-10-28T22:36:35,22590,2026,1,Final,2025-10-28T00:00:00,2025-10-28T20:00:00,NY,MIL,6,15,15,111,121,2025-10-28T22:57:08,20022590,20000006,20000015,True,False,2025-10-29T00:00:00,2025-10-28T22:36:35,
3,2025-10-28T22:18:38,22591,2026,1,Final,2025-10-28T00:00:00,2025-10-28T20:00:00,SAC,OKC,30,18,18,101,107,2025-10-28T22:26:16,20022591,20000030,20000018,True,False,2025-10-29T00:00:00,2025-10-28T22:18:38,
4,2025-10-29T01:25:52,22592,2026,1,Final,2025-10-28T00:00:00,2025-10-28T23:00:00,LAC,GS,28,26,51,79,98,2025-10-29T01:45:18,20022592,20000028,20000026,True,False,2025-10-29T03:00:00,2025-10-29T01:25:52,
3,2025-10-29T21:00:39,22596,2026,1,Final,2025-10-29T00:00:00,2025-10-29T18:30:00,HOU,TOR,22,10,10,139,121,2025-10-29T21:07:38,20022596,20000022,20000010,True,False,2025-10-29T22:30:00,2025-10-29T21:00:39,
1,2025-10-29T21:44:35,22594,2026,1,Final,2025-10-29T00:00:00,2025-10-29T19:00:00,ORL,DET,5,14,14,116,135,2025-10-29T21:55:10,20022594,20000005,20000014,True,False,2025-10-29T23:00:00,2025-10-29T21:44:35,
0,2025-10-29T21:36:01,22593,2026,1,Final,2025-10-29T00:00:00,2025-10-29T19:00:00,CLE,BOS,12,9,9,105,125,2025-10-29T21:55:10,20022593,20000012,20000009,True,False,2025-10-29T23:00:00,2025-10-29T21:36:01,
2,2025-10-29T21:59:31,22595,2026,1,Final,2025-10-29T00:00:00,2025-10-29T19:30:00,ATL,BKN,3,8,8,117,112,2025-10-29T22:10:49,20022595,20000003,20000008,True,False,2025-10-29T23:30:00,2025-10-29T21:59:31,
4,2025-10-29T22:19:33,22597,2026,1,Final,2025-10-29T00:00:00,2025-10-29T20:00:00,SAC,CHI,30,11,11,113,126,2025-10-29T22:26:27,20022597,20000030,20000011,True,False,2025-10-30T00:00:00,2025-10-29T22:19:33,
5,2025-10-29T23:15:43,22598,2026,1,Final,2025-10-29T00:00:00,2025-10-29T20:30:00,IND,DAL,13,25,25,105,107,2025-10-29T23:28:46,20022598,20000013,20000025,True,False,2025-10-30T00:30:00,2025-10-29T23:15:43,
7,2025-10-29T23:48:32,22600,2026,1,Final,2025-10-29T00:00:00,2025-10-29T21:00:00,POR,UTA,19,17,17,136,134,2025-10-30T00:00:05,20022600,20000019,20000017,True,False,2025-10-30T01:00:00,2025-10-29T23:48:32,
6,2025-10-29T23:17:08,22599,2026,1,Final,2025-10-29T00:00:00,2025-10-29T21:00:00,NO,DEN,23,20,20,88,122,2025-10-29T23:28:46,20022599,20000023,20000020,True,False,2025-10-30T01:00:00,2025-10-29T23:17:08,
8,2025-10-30T00:07:36,22601,2026,1,Final,2025-10-29T00:00:00,2025-10-29T21:30:00,LAL,MIN,27,16,16,116,115,2025-10-30T00:14:35,20022601,20000027,20000016,True,False,2025-10-30T01:30:00,2025-10-30T00:07:36,
9,2025-10-30T00:26:05,22602,2026,1,Final,2025-10-29T00:00:00,2025-10-29T22:00:00,MEM,PHO,21,29,28,114,113,2025-10-30T00:45:56,20022602,20000021,20000029,True,False,2025-10-30T02:00:00,2025-10-30T00:26:05,
0,2025-10-30T21:23:20,22603,2026,1,Final,2025-10-30T00:00:00,2025-10-30T19:00:00,ORL,CHA,5,2,2,123,107,2025-10-30T21:39:51,20022603,20000005,20000002,True,False,2025-10-30T23:00:00,2025-10-30T21:23:20,
1,2025-10-30T22:33:06,22604,2026,1,Final,2025-10-30T00:00:00,2025-10-30T20:00:00,GS,MIL,26,15,15,110,120,2025-10-30T22:57:21,20022604,20000026,20000015,True,False,2025-10-31T00:00:00,2025-10-30T22:33:06,
2,2025-10-30T22:19:54,22605,2026,1,Final,2025-10-30T00:00:00,2025-10-30T20:00:00,WAS,OKC,1,18,18,108,127,2025-10-30T22:27:10,20022605,20000001,20000018,True,False,2025-10-31T00:00:00,2025-10-30T22:19:54,
3,2025-10-30T22:57:15,22606,2026,1,Final,2025-10-30T00:00:00,2025-10-30T20:30:00,MIA,SA,4,24,24,101,107,2025-10-30T23:12:51,20022606,20000004,20000024,True,False,2025-10-31T00:30:00,2025-10-30T22:57:15,
1,2025-10-31T21:39:58,22486,2026,1,Final,2025-10-31T00:00:00,2025-10-31T19:00:00,BOS,PHI,9,7,7,109,108,2025-10-31T21:58:13,20022486,20000009,20000007,True,False,2025-10-31T23:00:00,2025-10-31T21:39:58,
0,2025-10-31T21:30:24,22485,2026,1,Final,2025-10-31T00:00:00,2025-10-31T19:00:00,ATL,IND,3,13,13,128,108,2025-10-31T21:42:08,20022485,20000003,20000013,True,False,2025-10-31T23:00:00,2025-10-31T21:30:24,
2,2025-10-31T21:58:23,22487,2026,1,Final,2025-10-31T00:00:00,2025-10-31T19:30:00,TOR,CLE,10,12,12,112,101,2025-10-31T22:13:37,20022487,20000010,20000012,True,False,2025-10-31T23:30:00,2025-10-31T21:58:23,
3,2025-10-31T22:40:18,22488,2026,1,Final,2025-10-31T00:00:00,2025-10-31T20:00:00,NY,CHI,6,11,11,125,135,2025-10-31T22:59:59,20022488,20000006,20000011,True,False,2025-11-01T00:00:00,2025-10-31T22:40:18,
4,2025-11-01T00:04:26,22489,2026,1,Final,2025-10-31T00:00:00,2025-10-31T21:30:00,LAL,MEM,27,21,21,117,112,2025-11-01T00:16:53,20022489,20000027,20000021,True,False,2025-11-01T01:30:00,2025-11-01T00:04:26,
6,2025-11-01T00:53:57,22491,2026,1,Final,2025-10-31T00:00:00,2025-10-31T22:00:00,DEN,POR,20,19,19,107,109,2025-11-01T01:03:37,20022491,20000020,20000019,True,False,2025-11-01T02:00:00,2025-11-01T00:53:57,
5,2025-11-01T00:28:43,22490,2026,1,Final,2025-10-31T00:00:00,2025-10-31T22:00:00,UTA,PHO,17,29,28,96,118,2025-11-01T00:48:02,20022490,20000017,20000029,True,False,2025-11-01T02:00:00,2025-11-01T00:28:43,
7,2025-11-01T01:01:19,22492,2026,1,Final,2025-10-31T00:00:00,2025-10-31T22:30:00,NO,LAC,23,28,106,124,126,2025-11-01T01:19:14,20022492,20000023,20000028,True,False,2025-11-01T02:30:00,2025-11-01T01:01:19,
0,2025-11-01T19:47:02,22607,2026,1,Final,2025-11-01T00:00:00,2025-11-01T17:00:00,SAC,MIL,30,15,15,135,133,2025-11-01T19:55:45,20022607,20000030,20000015,True,False,2025-11-01T21:00:00,2025-11-01T19:47:02,
1,2025-11-01T20:29:04,22608,2026,1,Final,2025-11-01T00:00:00,2025-11-01T18:00:00,MIN,CHA,16,2,2,122,105,2025-11-01T20:42:37,20022608,20000016,20000002,True,False,2025-11-01T22:00:00,2025-11-01T20:29:04,
3,2025-11-01T21:18:11,22610,2026,1,Final,2025-11-01T00:00:00,2025-11-01T19:00:00,ORL,WAS,5,1,1,125,94,2025-11-01T21:28:58,20022610,20000005,20000001,True,False,2025-11-01T23:00:00,2025-11-01T21:18:11,
2,2025-11-01T21:38:10,22609,2026,1,Final,2025-11-01T00:00:00,2025-11-01T19:00:00,GS,IND,26,13,13,109,114,2025-11-01T21:44:34,20022609,20000026,20000013,True,False,2025-11-01T23:00:00,2025-11-01T21:38:10,
4,2025-11-01T22:22:10,22611,2026,1,Final,2025-11-01T00:00:00,2025-11-01T20:00:00,HOU,BOS,22,9,9,128,101,2025-11-01T22:31:56,20022611,20000022,20000009,True,False,2025-11-02T00:00:00,2025-11-01T22:22:10,
5,2025-11-02T00:56:45,22612,2026,1,Final,2025-11-01T00:00:00,2025-11-01T22:00:00,DAL,DET,25,14,94,110,122,2025-11-02T01:05:03,20022612,20000025,20000014,True,True,2025-11-02T02:00:00,2025-11-02T00:56:45,
0,2025-11-02T17:53:55,22613,2026,1,Final,2025-11-02T00:00:00,2025-11-02T15:30:00,NO,OKC,23,18,18,106,137,2025-11-02T18:10:28,20022613,20000023,20000018,True,False,2025-11-02T20:30:00,2025-11-02T17:53:55,
1,2025-11-02T20:27:27,22614,2026,1,Final,2025-11-02T00:00:00,2025-11-02T18:00:00,PHI,BKN,7,8,8,129,105,2025-11-02T20:46:14,20022614,20000007,20000008,True,False,2025-11-02T23:00:00,2025-11-02T20:27:27,
4,2025-11-02T20:25:58,22617,2026,1,Final,2025-11-02T00:00:00,2025-11-02T18:00:00,MEM,TOR,21,10,10,104,117,2025-11-02T20:46:14,20022617,20000021,20000010,True,False,2025-11-02T23:00:00,2025-11-02T20:25:58,
3,2025-11-02T20:39:34,22616,2026,1,Final,2025-11-02T00:00:00,2025-11-02T18:00:00,ATL,CLE,3,12,12,109,117,2025-11-02T20:48:44,20022616,20000003,20000012,True,False,2025-11-02T23:00:00,2025-11-02T20:39:34,
2,2025-11-02T20:32:07,22615,2026,1,Final,2025-11-02T00:00:00,2025-11-02T18:00:00,UTA,CHA,17,2,2,103,126,2025-11-02T20:46:14,20022615,20000017,20000002,True,False,2025-11-02T23:00:00,2025-11-02T20:32:07,
5,2025-11-02T21:28:20,22618,2026,1,Final,2025-11-02T00:00:00,2025-11-02T19:00:00,CHI,NY,11,6,6,116,128,2025-11-02T21:48:26,20022618,20000011,20000006,True,False,2025-11-03T00:00:00,2025-11-02T21:28:20,
6,2025-11-02T22:28:46,22619,2026,1,Final,2025-11-02T00:00:00,2025-11-02T20:00:00,SA,PHO,24,29,28,118,130,2025-11-02T22:35:03,20022619,20000024,20000029,True,False,2025-11-03T01:00:00,2025-11-02T22:28:46,
7,2025-11-03T00:05:54,22620,2026,1,Final,2025-11-02T00:00:00,2025-11-02T21:30:00,MIA,LAL,4,27,27,120,130,2025-11-03T00:22:41,20022620,20000004,20000027,True,False,2025-11-03T02:30:00,2025-11-03T00:05:54,
1,2025-11-03T21:41:17,22622,2026,1,Final,2025-11-03T00:00:00,2025-11-03T19:00:00,MIL,IND,15,13,13,117,115,2025-11-03T21:49:19,20022622,20000015,20000013,True,False,2025-11-04T00:00:00,2025-11-03T21:41:17,
0,2025-11-03T21:46:24,22621,2026,1,Final,2025-11-03T00:00:00,2025-11-03T19:00:00,MIN,BKN,16,8,8,125,109,2025-11-03T22:05:10,20022621,20000016,20000008,True,False,2025-11-04T00:00:00,2025-11-03T21:46:24,
3,2025-11-03T21:58:17,22624,2026,1,Final,2025-11-03T00:00:00,2025-11-03T19:30:00,WAS,NY,1,6,6,102,119,2025-11-03T22:05:21,20022624,20000001,20000006,True,False,2025-11-04T00:30:00,2025-11-03T21:58:17,
2,2025-11-03T22:11:01,22623,2026,1,Final,2025-11-03T00:00:00,2025-11-03T19:30:00,UTA,BOS,17,9,9,105,103,2025-11-03T22:21:21,20022623,20000017,20000009,True,False,2025-11-04T00:30:00,2025-11-03T22:11:01,
5,2025-11-03T22:33:41,22626,2026,1,Final,2025-11-03T00:00:00,2025-11-03T20:00:00,DET,MEM,14,21,21,114,106,2025-11-03T22:52:25,20022626,20000014,20000021,True,False,2025-11-04T01:00:00,2025-11-03T22:33:41,
4,2025-11-03T22:40:11,22625,2026,1,Final,2025-11-03T00:00:00,2025-11-03T20:00:00,DAL,HOU,25,22,22,102,110,2025-11-03T22:52:25,20022625,20000025,20000022,True,False,2025-11-04T01:00:00,2025-11-03T22:40:11,
6,2025-11-03T23:25:48,22627,2026,1,Final,2025-11-03T00:00:00,2025-11-03T21:00:00,SAC,DEN,30,20,20,124,130,2025-11-03T23:38:56,20022627,20000030,20000020,True,False,2025-11-04T02:00:00,2025-11-03T23:25:48,
7,2025-11-04T00:27:58,22628,2026,1,Final,2025-11-03T00:00:00,2025-11-03T22:00:00,LAL,POR,27,19,19,123,115,2025-11-04T00:39:28,20022628,20000027,20000019,True,False,2025-11-04T03:00:00,2025-11-04T00:27:58,
8,2025-11-04T00:56:57,22629,2026,1,Final,2025-11-03T00:00:00,2025-11-03T22:30:00,MIA,LAC,4,28,106,120,119,2025-11-04T01:10:54,20022629,20000004,20000028,True,False,2025-11-04T03:30:00,2025-11-04T00:56:57,
0,2025-11-04T22:01:55,22630,2026,1,Final,2025-11-04T00:00:00,2025-11-04T19:30:00,MIL,TOR,15,10,10,100,128,2025-11-04T22:22:08,20022630,20000015,20000010,True,False,2025-11-05T00:30:00,2025-11-04T22:01:55,
3,2025-11-04T22:31:46,22633,2026,1,Final,2025-11-04T00:00:00,2025-11-04T20:00:00,CHA,NO,2,23,23,112,116,2025-11-04T22:42:16,20022633,20000002,20000023,True,False,2025-11-05T01:00:00,2025-11-04T22:31:46,
2,2025-11-04T22:28:50,22632,2026,1,Final,2025-11-04T00:00:00,2025-11-04T20:00:00,PHI,CHI,7,11,11,111,113,2025-11-04T22:37:58,20022632,20000007,20000011,True,False,2025-11-05T01:00:00,2025-11-04T22:28:50,
1,2025-11-04T22:51:57,22631,2026,1,Final,2025-11-04T00:00:00,2025-11-04T20:00:00,ORL,ATL,5,3,3,112,127,2025-11-04T23:09:10,20022631,20000005,20000003,True,False,2025-11-05T01:00:00,2025-11-04T22:51:57,
4,2025-11-05T00:32:32,22634,2026,1,Final,2025-11-04T00:00:00,2025-11-04T22:00:00,PHO,GS,29,26,51,107,118,2025-11-05T00:40:37,20022634,20000029,20000026,True,False,2025-11-05T03:00:00,2025-11-05T00:32:32,
5,2025-11-05T01:34:15,22635,2026,1,Final,2025-11-04T00:00:00,2025-11-04T23:00:00,OKC,LAC,18,28,106,126,107,2025-11-05T01:43:03,20022635,20000018,20000028,True,False,2025-11-05T04:00:00,2025-11-05T01:34:15,
0,2025-11-05T21:39:04,22636,2026,1,Final,2025-11-05T00:00:00,2025-11-05T19:00:00,PHI,CLE,7,12,12,121,132,2025-11-05T21:52:38,20022636,20000007,20000012,True,False,2025-11-06T00:00:00,2025-11-05T21:39:04,
