,ID,Key,Name,Mascot,Conference,ELO,Record
150,151,WBD,Milwaukee,Panthers,Horizon League,976.4661134708007,3 - 5
146,147,UTSA,UTSA,Roadrunners,American,976.2109621848713,4 - 4
162,163,BROWN,Brown,Bears,Ivy League,976.1741547875349,3 - 5
148,149,OAK,Oakland,Golden Grizzlies,Horizon League,975.693243864276,3 - 5
1286,1453,NHVN,New Haven,Chargers,Northeast,975.3879056144186,5 - 4
296,297,NO,New Orleans,Privateers,Southland,974.8643480856384,3 - 5
103,104,MINNST,Minnesota,Golden Gophers,Big Ten,974.3262125605861,4 - 4
42,43,SCUP,USC Upstate,Spartans,Big South,973.8651671581773,4 - 5
141,142,CHARLT,Charlotte,49ers,American,973.2647408255125,3 - 5
289,290,VAMIL,VMI,Keydets,Southern,972.8565821414936,3 - 7
36,37,JAX,Jacksonville,Dolphins,Atlantic Sun,972.7859417569944,3 - 4
121,122,CALPOL,Cal Poly,Mustangs,Big West,972.5201325545111,4 - 5
29,30,SYRA,Syracuse,Orange,Atlantic Coast,972.4120161995241,4 - 3
188,189,HAMP,Hampton,Pirates,Coastal Athletic Association,972.3752439330325,3 - 5
393,427,LEMYN,Le Moyne,Dolphins,Northeast,972.164797029315,4 - 5
285,286,NCG,UNCG,Spartans,Southern,972.1217590615365,1 - 7
265,266,LAFAY,Lafayette,Leopards,Patriot League,971.799367303149,2 - 7
88,89,PRESB,Presbyterian,Blue Hose,Big South,971.5387699747579,5 - 5
287,288,CITA,The Citadel,Bulldogs,Southern,971.147218985875,2 - 6
183,184,BALLST,Ball State,Cardinals,Mid-American,971.1399905423339,3 - 5
255,256,WASHST,Washington State,Cougars,Pac-12,971.0339280848772,3 - 5
221,222,SJST,San Jose State,Spartans,Mountain West,970.9741249111366,3 - 5
310,311,ALAST,Alabama State,Hornets,Southwestern Athletic,970.7433842642433,3 - 5
217,218,UNLV,UNLV,Runnin' Rebels,Mountain West,970.5884868232619,3 - 5
122,123,CSUFL,Cal State Fullerton,Titans,Big West,970.4692689032034,3 - 5
194,195,HOWRD,Howard,Bison,Mid-Eastern,970.4290173525801,4 - 5
348,350,UTRGV,Texas-Rio Grande Valley,Vaqueros,Southland,970.3788544735893,2 - 4
174,175,NIAGRA,Niagara,Purple Eagles,Metro Atlantic Athletic,970.2691759258307,2 - 5
64,65,MARQ,Marquette,Golden Eagles,Big East,970.2591511093641,4 - 4
913,1062,MRCY,Mercyhurst,Lakers,Northeast,969.9776675867246,3 - 5
62,63,PROV,Providence,Friars,Big East,969.7614452223243,4 - 4
151,152,GB,Green Bay,Phoenix,Horizon League,969.186739582173,4 - 5
826,962,QUEEN,Queens (NC),Royals,Atlantic Sun,968.8369167664607,3 - 5
220,221,AIRF,Air Force,Falcons,Mountain West,967.9212073255903,3 - 6
38,39,NJIT,NJIT,Highlanders,America East,967.0930379563222,3 - 6
318,319,DEN,Denver,Pioneers,Summit,966.0856219895361,2 - 5
304,305,SOUTH,Southern,Jaguars,Southwestern Athletic,965.5443863645896,3 - 4
1053,1212,USI,Southern Indiana,Screaming Eagles,Ohio Valley,964.5969435401761,3 - 5
235,236,MHST,Morehead State,Eagles,Ohio Valley,963.3470937657648,3 - 5
73,74,MONST,Montana State,Bobcats,Big Sky,963.1015065748693,3 - 5
56,57,LASAL,La Salle,Explorers,Atlantic 10,963.0297079853656,3 - 6
137,138,OLD,Old Dominion,Monarchs,Sun Belt,962.8723600424198,3 - 6
8,9,ECAR,East Carolina,Pirates,American,960.7839732217066,2 - 5
316,317,IUPUI,IU Indy,Jaguars,Horizon League,960.4405774361298,3 - 6
222,223,WAG,Wagner,Seahawks,Northeast,960.4140466935997,1 - 5
190,191,NORFST,Norfolk State,Spartans,Mid-Eastern,960.1973685690344,4 - 5
690,817,MERRI,Merrimack College,Warriors,Metro Atlantic Athletic,960.0658847814733,3 - 6
299,300,SELOU,Southeastern Louisiana,Lions,Southland,959.6917078998107,3 - 5
76,77,SACST,Sacramento State,Hornets,Big Sky,959.3070975477902,4 - 5
336,337,PEPP,Pepperdine,Waves,West Coast,958.9357416546987,3 - 5
138,139,UTEP,UTEP,Miners,Conference USA,958.7595490432366,3 - 4
145,146,RICE,Rice,Owls,American,958.6879695004784,3 - 6
314,315,IPFW,Purdue Fort Wayne,Mastodons,Horizon League,958.4452979576201,4 - 5
225,226,MSTM,Mount St. Mary's,Mountaineers,Metro Atlantic Athletic,958.2927703710889,2 - 6
70,71,NDAK,North Dakota,Fighting Hawks,Summit,957.1874963939515,3 - 6
238,239,EILL,Eastern Illinois,Panthers,Ohio Valley,956.7682331361874,2 - 5
40,41,STETSN,Stetson,Hatters,Atlantic Sun,956.7099032183824,3 - 6
233,234,TENTCH,Tennessee Tech,Golden Eagles,Ohio Valley,955.8031237652135,3 - 5
192,193,MDES,Maryland Eastern Shore,Hawks,Mid-Eastern,955.5670910793694,4 - 6
197,198,FLAM,Florida A&M,Rattlers,Southwestern Athletic,954.939807078513,0 - 4
202,203,EVANS,Evansville,Aces,Missouri Valley,954.864731642487,3 - 5
319,320,ORAL,Oral Roberts,Golden Eagles,Summit,954.7003362586429,3 - 6
303,304,TXS,Texas Southern,Tigers,Southwestern Athletic,954.6330992774939,1 - 5
322,323,ARLR,Little Rock,Trojans,Ohio Valley,954.1269547937216,2 - 5
35,36,NFL,North Florida,Ospreys,Atlantic Sun,954.09939908952,2 - 5
226,227,SACRED,Sacred Heart,Pioneers,Metro Atlantic Athletic,953.712101385347,2 - 5
242,243,SEMST,Southeast Missouri State,Redhawks,Ohio Valley,953.3872115019143,2 - 6
291,292,TAMU,Texas A&M-Corpus Christi,Islanders,Southland,952.7823186617713,2 - 5
179,180,OHIO,Ohio,Bobcats,Mid-American,951.1386235085755,1 - 6
230,231,BRYANT,Bryant,Bulldogs,America East,950.9525128580568,2 - 6
315,316,NEOM,Omaha,Mavericks,Summit,949.9915229256485,3 - 6
236,237,EKENT,Eastern Kentucky,Colonels,Atlantic Sun,949.3440120385562,1 - 6
15,16,MASLOW,Massachusetts-Lowell,River Hawks,America East,949.2703894201062,3 - 6
116,117,LBST,Long Beach State,Beach,Big West,949.1209936692852,2 - 6
191,192,BCOOK,Bethune-Cookman,Wildcats,Southwestern Athletic,948.9875910136032,2 - 6
152,153,DET,Detroit,Titans,Horizon League,948.5178969075918,2 - 6
85,86,RADF,Radford,Highlanders,Big South,948.2971826383534,3 - 6
172,173,RIDER,Rider,Broncs,Metro Atlantic Athletic,946.7297329035782,1 - 5
159,160,PRNCE,Princeton,Tigers,Ivy League,945.8706750496759,3 - 7
155,156,CLVST,Cleveland State,Vikings,Horizon League,945.564726870026,3 - 6
12,13,ALBNY,Albany,Great Danes,America East,944.8770474994045,3 - 6
223,224,FAIRDK,Fairleigh Dickinson,Knights,Northeast,944.3379314864908,1 - 6
69,70,EWASH,Eastern Washington,Eagles,Big Sky,944.1525469889016,1 - 6
305,306,JACKST,Jackson State,Tigers,Southwestern Athletic,943.892481180555,1 - 6
321,322,WILL,Western Illinois,Leathernecks,Ohio Valley,941.428423929411,2 - 6
77,78,SUTAH,Southern Utah,Thunderbirds,Western Athletic,941.2650976325078,3 - 6
323,324,LOULAF,Louisiana-Lafayette,Ragin' Cajuns,Sun Belt,941.1146961327631,1 - 7
325,326,LAMON,Louisiana-Monroe,Warhawks,Sun Belt,940.7041029454055,1 - 6
301,302,NICHLS,Nicholls,Colonels,Southland,940.4121090536423,0 - 6
198,199,MORGST,Morgan State,Bears,Mid-Eastern,940.0715376718462,1 - 6
1054,1213,STNH,Stonehill,Skyhawks,Northeast,939.8652639980528,2 - 7
300,301,NWST,Northwestern State,Demons,Southland,938.9805550121015,1 - 6
13,14,NHAMP,New Hampshire,Wildcats,America East,938.7075706583794,2 - 6
196,197,NCC,North Carolina Central,Eagles,Mid-Eastern,937.8530637117178,3 - 6
357,362,UMKC,Kansas City,Roos,Summit,937.6492729853088,1 - 6
208,209,LOYCH,Loyola Chicago,Ramblers,Atlantic 10,937.5123953100172,1 - 7
19,20,BING,Binghamton,Bearcats,America East,937.3970023020038,2 - 6
224,225,STFPA,St. Francis (PA),Red Flash,Northeast,936.5843106221249,1 - 6
327,328,GAST,Georgia State,Panthers,Sun Belt,931.8884687987415,1 - 7
189,190,SCARST,South Carolina State,Bulldogs,Mid-Eastern,928.8602482649379,0 - 8
199,200,COPPST,Coppin State,Eagles,Mid-Eastern,928.7589046263313,2 - 8
307,308,MSVLST,Mississippi Valley State,Delta Devils,Southwestern Athletic,927.737804494026,1 - 7
306,307,ALCST,Alcorn State,Braves,Southwestern Athletic,927.1383949147403,1 - 8
200,201,DELST,Delaware State,Hornets,Mid-Eastern,926.2941463832236,2 - 7
349,351,CHIST,Chicago State,Cougars,Northeast,920.2975527772666,0 - 8
309,310,ARPB,Arkansas-Pine Bluff,Golden Lions,Southwestern Athletic,920.2529875399342,0 - 8
16,17,MAINE,Maine,Black Bears,America East,919.1034521451649,0 - 9
82,83,GARDWB,Gardner-Webb,Runnin' Bulldogs,Big South,911.7479149172202,0 - 9
999,1152,OHWES,Ohio Wesleyan,Battling Bishops,n/a,100.0,0 - 1
996,1149,ELIZ,Elizabethtown,Blue Jays,n/a,100.0,0 - 0
997,1150,ARKBA,Arkansas Baptist,Buffaloes,n/a,100.0,0 - 1
995,1148,GWYM,Gwynedd Mercy,Griffins,n/a,100.0,0 - 1
998,1151,UDC,District of Columbia,Firebirds,n/a,100.0,0 - 1
994,1147,VULYN,VU of Lynchburg,Dragons,n/a,100.0,0 - 5
1014,1167,GRCHR,Grace Christian,Tigers,n/a,100.0,0 - 0
1011,1164,WRCT,Worcester Tech,Engineers,n/a,100.0,0 - 0
1010,1163,INWESL,Indiana Wesleyan,Wildcats,n/a,100.0,0 - 0
1001,1154,IMM,Immaculata,Mighty Macs,n/a,100.0,0 - 0
1002,1155,TAMK,Texas A&M-Kingsville,Javelinas,n/a,100.0,0 - 0
1003,1156,GEOKY,Georgetown (KY),Tigers,n/a,100.0,0 - 0
1004,1157,PSALG,Penn State-Allegheny,Nittany Lions,n/a,100.0,0 - 0
1005,1158,OHVY,Ohio Valley,Fighting Scots,n/a,100.0,0 - 0
1006,1159,USAO,University of Science and Arts of Oklahoma,Drovers,n/a,100.0,0 - 0
1007,1160,OT,Oregon Tech,Hustlin' Owls,n/a,100.0,0 - 0
1008,1161,KCPA,King's College (PA),Monarchs,n/a,100.0,0 - 0
993,1146,SALB,Salisbury,Sea Gulls,n/a,100.0,0 - 0
1009,1162,WELLS,Wells College,Express,n/a,100.0,0 - 0
1013,1166,FRANK,Franklin,Grizzlies,n/a,100.0,0 - 1
1012,1165,PSBEH,Penn State-Behrend,Lions,n/a,100.0,0 - 0
965,1118,BARC,Barclay College,Bears,n/a,100.0,0 - 0
1000,1153,ASC,Agnes Scott College,Scotties,n/a,100.0,0 - 0
1016,1169,MIVIL,Millersville,Marauders,n/a,100.0,0 - 0
992,1145,SUNYNP,SUNY New Paltz,Hawks,n/a,100.0,0 - 0
991,1144,REGC,Regis College,Pride,n/a,100.0,0 - 1
966,1119,CEMET,Central Methodist,Eagles,n/a,100.0,0 - 0
967,1120,BAB,Babson,Beavers,n/a,100.0,0 - 0
968,1121,DILD,Dillard,Blue Devils,n/a,100.0,0 - 0
969,1122,NENGD,New England,Nor'Easters,n/a,100.0,0 - 0
970,1123,AINTL,American International,Yellow Jackets,n/a,100.0,0 - 0
971,1124,NEUM,Neumann,Knights,n/a,100.0,0 - 0
972,1125,GUIL,Guilford,Quakers,n/a,100.0,0 - 0
973,1126,HANO,Hanover,Panthers,n/a,100.0,0 - 1
974,1127,DEPAUW,DePauw,Tigers,n/a,100.0,0 - 0
975,1128,WISSUP,Wisconsin-Superior,Yellowjackets,n/a,100.0,0 - 0
976,1129,ROOS,Roosevelt,Lakers,n/a,100.0,0 - 0
977,1130,MORAV,Moravian,Greyhounds,n/a,100.0,0 - 0
978,1131,MINDU,Minnesota Duluth,Bulldogs,n/a,100.0,0 - 0
979,1132,MTOLI,Mount Olive,Trojans,n/a,100.0,0 - 1
980,1133,EMBRID,Embry Riddle,Eagles,n/a,100.0,0 - 1
981,1134,UTENNS,UT Southern,Firehawks,n/a,100.0,0 - 1
982,1135,ERIE,Lake Erie,Storm,n/a,100.0,0 - 0
983,1136,STJME,St. Josephs (ME),Monks,n/a,100.0,0 - 0
984,1137,CCC,Carolina Christian,Centurians,n/a,100.0,0 - 0
985,1138,KNOX,Knox,Prarie Fire,n/a,100.0,0 - 0
986,1139,KEYST,Keystone,Giants,n/a,100.0,0 - 0
987,1140,MARB,Mary Baldwin,Fighting Squirrels,n/a,100.0,0 - 1
988,1141,WEBSTER,Webster,Gorloks,n/a,100.0,0 - 2
989,1142,BETIN,Bethel (IN),Pilots,n/a,100.0,0 - 0
990,1143,CLINT,Clinton,Golden Bears,n/a,100.0,0 - 0
1015,1168,JNCRL,John Carroll,Blue Streaks,n/a,100.0,0 - 0
1063,1222,NRVJ,Northern Vermont-Johnson,Badgers,n/a,100.0,0 - 1
1017,1170,LOAKS,Lincoln (CA),Oaks,n/a,100.0,0 - 3
1062,1221,SALM,Salem College,Spirits,n/a,100.0,0 - 0
1048,1207,UNNY,Union,Chargers,n/a,100.0,0 - 0
1049,1208,LHU,Lock Haven,Bald Eagles,n/a,100.0,0 - 0
1050,1209,BAPMO,Baptist Bible College (MO),Patriots,n/a,100.0,0 - 0
1051,1210,CLAY,Clayton State,Lakers,n/a,100.0,0 - 0
1052,1211,TAY,Taylor University,Trojans,n/a,100.0,0 - 0
1055,1214,LCHB,Lynchburg,Hornets,n/a,100.0,0 - 1
1056,1215,VCSV,Valley City State,Vikings,n/a,100.0,0 - 0
1057,1216,SARL,Sarah Lawrence,Gryphons,n/a,100.0,0 - 1
1058,1217,CHPM,Chapman,Panthers,n/a,100.0,0 - 0
1059,1218,FULT,Fulton-Montgomery,Raiders,n/a,100.0,0 - 0
1060,1219,MRCM,Mercy,Mavericks,n/a,100.0,0 - 1
1061,1220,CMAR,California-Maritime,Keelhaulers,n/a,100.0,0 - 0
963,1116,VAS,Vassar,Brewers,n/a,100.0,0 - 1
1018,1171,KEUKA,Keuka,Storm,n/a,100.0,0 - 0
1064,1223,BKRS,Bakersfield College,Renegades,n/a,100.0,0 - 0
1065,1224,TUFT,Tufts,Jumbos,n/a,100.0,0 - 0
1066,1225,BLVU,Bellevue College,Bulldogs,n/a,100.0,0 - 0
1067,1226,OSWS,Oswego State,Lakers,n/a,100.0,0 - 0
1068,1227,WILK,Wilkes,Colonels,n/a,100.0,0 - 0
1069,1228,LYNN,Lynn,Fighting Knights,n/a,100.0,0 - 0
1070,1229,OCHT,Ouachita Baptist,Tigers,n/a,100.0,0 - 0
1071,1230,SCKY,Simmons College Of Kentucky,Falcons,n/a,100.0,0 - 0
1072,1231,HNLG,Hannibal-LaGrange,Trojans,n/a,100.0,0 - 0
1073,1232,NWIN,Northwest Indian,Eagles,n/a,100.0,0 - 3
1074,1233,MAST,Masters College,Mustangs,n/a,100.0,0 - 0
1075,1234,ITHA,Ithaca College,Bombers,n/a,100.0,0 - 0
1047,1206,WCHES,West Chester,Golden Rams,n/a,100.0,0 - 0
1046,1205,HIR,Hope International,Royals,n/a,100.0,0 - 0
1045,1204,ASHL,Ashland,Eagles,n/a,100.0,0 - 0
1044,1203,OHCHR,Ohio Christian,Trailblazers,n/a,100.0,0 - 1
1019,1173,UC,Union University,Bulldogs,n/a,100.0,0 - 1
1020,1174,STP,Stephens College,Stars,n/a,100.0,0 - 0
1021,1175,MIAH,Miami-Hamilton,Harriers,n/a,100.0,0 - 0
1022,1178,AUST,AUST,Kangaroos,n/a,100.0,0 - 0
1023,1179,LWC,Lindsey Wilson College,Blue Raiders,n/a,100.0,0 - 0
1024,1180,MWSU,Missouri Western State,Griffons,n/a,100.0,0 - 0
1025,1181,STJNF,St. John Fisher,Cardinals,n/a,100.0,0 - 0
1026,1182,CENTR,Centre College,Colonels,n/a,100.0,0 - 0
1027,1183,WART,Wartburg,Knights,n/a,100.0,0 - 0
1028,1184,BBCPA,Baptist Bible College (PA),Defenders,n/a,100.0,0 - 0
1029,1185,JOHNJ,John Jay,Bloodhounds,n/a,100.0,0 - 1
1030,1186,SMSD,College St. Mary,Flames,n/a,100.0,0 - 0
1031,1187,TEXCOL,Texas College,Steers,n/a,100.0,0 - 0
1032,1188,GRCLND,Graceland,Yellowjackets,n/a,100.0,0 - 0
1033,1190,JBROWN,John Brown,Golden Eagles,n/a,100.0,0 - 1
1034,1191,ST. ,St. Thomas (CAN),Tommies,n/a,100.0,0 - 0
1035,1193,BAPCC,Baptist Christian College,Warriors,n/a,100.0,0 - 0
1036,1194,BAKER,Baker,Wildcats,n/a,100.0,0 - 0
1037,1195,KINGU,King University,Tornado,n/a,100.0,0 - 0
1038,1196,MTSTB,Montana State-Billings,Yellowjackets,n/a,100.0,0 - 0
1039,1197,BSHNL,Bushnell,Beacons,n/a,100.0,0 - 0
1040,1199,FAULK,Faulkner,Eagles,n/a,100.0,0 - 0
1041,1200,JTOWN,Jamestown,Jimmies,n/a,100.0,0 - 1
1042,1201,MCLA,Mass College of Liberal Arts,Trailblazers,n/a,100.0,0 - 0
1043,1202,UNTD,North Texas-Dallas,Trailblazers,n/a,100.0,0 - 1
964,1117,MAFARM,Maine-Farmington,Beavers,n/a,100.0,0 - 0
910,1059,KEENE,Keene State,Owls,n/a,100.0,0 - 0
962,1115,IAW,Iowa Wesleyan,Tigers,n/a,100.0,0 - 0
885,1034,LIME,Limestone,Saints,n/a,100.0,0 - 0
872,1018,VST,Virginia State,Trojans,n/a,100.0,1 - 0
873,1019,VUP,Virginia Union,Panthers,n/a,100.0,0 - 0
874,1020,CUP,Clafin,Panthers,n/a,100.0,0 - 0
875,1021,OHC,Oak Hill Christian,Wolfpack,n/a,100.0,0 - 0
876,1023,DEA,Dean College,Bulldogs,n/a,100.0,0 - 0
841,984,HASKELL,Haskell Indian Nations,Fighting Indians,n/a,100.0,0 - 0
879,1028,BEL,Belhaven,Blazers,n/a,100.0,0 - 0
880,1029,INDY,Indianapolis,Greyhounds,n/a,100.0,0 - 0
881,1030,VAW,VA Wesleyan,Blue Marlins,n/a,100.0,0 - 0
882,1031,PPU,Point Park,Pioneers,n/a,100.0,0 - 0
883,1032,ADAMS,Adams State,Grizzlies,n/a,100.0,0 - 1
884,1033,NG,North Georgia,Saints,n/a,100.0,0 - 0
886,1035,LBC,Lancaster Bible College,Chargers,n/a,100.0,0 - 1
870,1016,RUTC,Rutgers-Camden,Scarlet Raptors,n/a,100.0,0 - 1
887,1036,SHRE,LSU-Shreveport,Pilots,n/a,100.0,0 - 0
888,1037,GSW,Georgia Southwestern State,Hurricanes,n/a,100.0,0 - 0
889,1038,CARO,Carolina,Bruins,n/a,100.0,0 - 3
890,1039,RIC,Rhode Island College,Anchormen,n/a,100.0,0 - 0
891,1040,MHB,Mary Hardin-Baylor,Crusaders,n/a,100.0,0 - 0
892,1041,TAMT,Texas A&M-Texarkana,Eagles,n/a,100.0,0 - 0
893,1042,CARLOW,Carlow,Celtics,n/a,100.0,0 - 0
894,1043,EMM,Emmanuel,Lions,n/a,100.0,0 - 0
895,1044,CSC,Columbus State,Cougars,n/a,100.0,0 - 0
896,1045,EVA,Evangel ,Valor,n/a,100.0,0 - 1
897,1046,TIU,Trinity International,Trojans,n/a,100.0,0 - 0
898,1047,TUP,Transylvania,Pioneers,n/a,100.0,0 - 0
871,1017,CRC,Crowley's Ridge College,Pioneers,n/a,100.0,0 - 0
869,1014,MSR,Metropolitan State,Roadrunners,n/a,100.0,0 - 0
961,1114,CMS,Claremont-Mudd-Scripps,Stags,n/a,100.0,0 - 0
853,996,UWW,Wisconsin-Whitewater,Warhawks,n/a,100.0,0 - 0
843,986,PSY,Penn State-York,Nittany Lions,n/a,100.0,0 - 1
842,985,HFAMILY,Holy Family College,Lakers,n/a,100.0,0 - 0
1077,1236,STAUG,St. Augustine,Falcons,n/a,100.0,0 - 0
844,987,VAN,Vanguard,Lions,n/a,100.0,0 - 0
845,988,MORE,Morehouse College,Maroon,n/a,100.0,0 - 0
846,989,LEWIS,Lewis,Flyers,n/a,100.0,0 - 0
847,990,CSEB,Cal State-East Bay,Pioneers,n/a,100.0,0 - 0
848,991,PLN,Point Loma Nazarene,Sea Lions,n/a,100.0,0 - 0
849,992,MUHL,Muhlenberg,Mules,n/a,100.0,0 - 0
850,993,MSM,Minnesota State-Mankato,Mavericks,n/a,100.0,0 - 0
851,994,SRU,Slippery Rock,Rock,n/a,100.0,0 - 0
852,995,SJM,Saint John's (MN),Johnnies,n/a,100.0,0 - 0
854,997,UWF,West Florida,Argonauts,n/a,100.0,0 - 0
868,1013,ECKC,Eckerd College,Tritons,n/a,100.0,0 - 0
855,998,FSB,Ferris State,Bulldogs,n/a,100.0,0 - 0
856,999,CLRK,Clark,Cougars,n/a,100.0,0 - 0
857,1000,SUB,Shaw,Bears,n/a,100.0,0 - 1
858,1001,LBB,Livingstone,Blue Bears,n/a,100.0,0 - 0
859,1002,DBU,Dallas Baptist,Patriots,n/a,100.0,0 - 0
860,1003,OBB,Oklahoma Baptist,Bison,n/a,100.0,0 - 0
861,1004,DOCP,Dominican (CA),Penguins,n/a,100.0,0 - 1
862,1005,AAUK,Academy of Art,Urban Knights,n/a,100.0,0 - 0
863,1006,CUI,Concordia-Irvine,Eagles,n/a,100.0,0 - 0
865,1009,SHP,Shippensburg,Raiders,n/a,100.0,0 - 0
866,1011,UCCS,Colorado-Colorado Springs,Mountain Lions,n/a,100.0,0 - 0
867,1012,NTHW,Northwood,Timberwolves,n/a,100.0,1 - 0
899,1048,BCRR,Bluefield College,Ramblin' Rams,n/a,100.0,0 - 1
900,1049,PUG,Park-Gilbert,Buccaneers,n/a,100.0,0 - 1
901,1050,LCST,Lewis Clark State,Warriors,n/a,100.0,0 - 0
946,1098,SVK,Southern Virginia,Knights,n/a,100.0,0 - 2
934,1084,COR,Cornerstone,Golden Eagles,n/a,100.0,0 - 0
935,1085,CCMC,Columbia College,Cougars,n/a,100.0,0 - 0
936,1087,WVT,West Virginia Tech,Golden Bears,n/a,100.0,0 - 0
937,1088,CSVILLE,Campbellsville-Harrodsburg,Pioneers,n/a,100.0,0 - 0
938,1090,LEEU,Lee,Flames,n/a,100.0,0 - 0
939,1091,STMS,St Martins,Saints,n/a,100.0,0 - 0
940,1092,WHW,Whitworth,Pirates,n/a,100.0,0 - 0
941,1093,WING,Wingate,Bulldogs,n/a,100.0,0 - 0
942,1094,BERRY,Berry College,Vikings,n/a,100.0,0 - 0
943,1095,YHAR,Young Harris College,Mountain Lions,n/a,100.0,0 - 0
944,1096,SWAD,Southwestern Adventist,Knights,n/a,100.0,0 - 2
945,1097,GRGF,George Fox,Bruins,n/a,100.0,0 - 0
947,1099,SCR,Shepherd College,Rams,n/a,100.0,0 - 0
902,1051,CCGA,College of Coastal Georgia,Mariners,n/a,100.0,0 - 2
948,1100,NESTST,Northeastern State,RiverHawks,n/a,100.0,0 - 1
949,1101,WTAM,West Texas A&M,Buffaloes,n/a,100.0,0 - 0
950,1102,NMSU,Northwest Missouri State University,Bearcats,n/a,100.0,0 - 0
951,1103,CONCMN,Concordia-Moorhead,Cobbers,n/a,100.0,0 - 0
952,1104,MANHV,Manhattanville,Valiants,n/a,100.0,0 - 1
953,1105,HAST,Hastings College,Broncos,n/a,100.0,0 - 0
954,1106,HOPE,Hope,Flying Dutchman,n/a,100.0,0 - 0
955,1108,WHEEL,Wheeling,Cardinals,n/a,100.0,0 - 0
956,1109,SAGV,Saginaw Valley,Cardinals,n/a,100.0,0 - 0
957,1110,BUFST,Buffalo State,Bengals,n/a,100.0,0 - 0
958,1111,NYAC,Nyack College,Warriors,n/a,100.0,0 - 0
960,1113,FRED,Fredonia State,Blue Devils,n/a,100.0,0 - 0
933,1083,DSR,Dalton State,Roadrunners,n/a,100.0,0 - 0
932,1082,YCC,Yellowstone Christian College,Centurions,n/a,100.0,0 - 0
931,1081,CSUP,Colorado State-Pueblo,ThunderWolves,n/a,100.0,0 - 0
930,1080,FHSU,Fort Hays State,Tigers,n/a,100.0,0 - 0
903,1052,LUM,Lincoln (MO),Blue Tigers,n/a,100.0,0 - 0
904,1053,LURE,Life,Running Eagles,n/a,100.0,0 - 0
905,1054,MIDWS,Midwestern State,Mustangs,n/a,100.0,0 - 1
906,1055,SCA,SC Aiken,Pacers,n/a,100.0,0 - 0
907,1056,NCPM,NC Pembroke,Braves,n/a,100.0,0 - 0
908,1057,TAL,Talladega,Tornadoes,n/a,100.0,0 - 0
909,1058,TUSC,Tusculum,Pioneers,n/a,100.0,0 - 1
911,1060,FTLAUD,Fort Lauderdale,Eagles,n/a,100.0,0 - 2
912,1061,TRINE,Trine,Thunder,n/a,100.0,0 - 0
914,1063,STAMB,St. Ambrose,Fighting Bees,n/a,100.0,0 - 1
915,1064,ACU,Arizona Christian,Firestorm,n/a,100.0,0 - 0
916,1065,WSHB,Washburn,Ichabods,n/a,100.0,0 - 0
917,1066,NEWM,Newman,Jets,n/a,100.0,0 - 0
918,1067,ACB,Adrian College,Bulldogs,n/a,100.0,0 - 1
919,1068,CALVIN,Calvin,Knights,n/a,100.0,0 - 0
920,1069,USMMA,US Merchant Marine Academy,Mariners,n/a,100.0,0 - 1
921,1070,SALEM,Salem,Tigers,n/a,100.0,0 - 0
922,1071,GREENP,Greenville,Panthers,n/a,100.0,0 - 0
923,1073,FDF,Fairleigh Dickinson Florham,Devils,n/a,100.0,0 - 0
924,1074,CATA,Catawba,Indians,n/a,100.0,0 - 1
925,1075,SX,Saint Xavier,Cougars,n/a,100.0,0 - 0
926,1076,POINT,Point,Skyhawks,n/a,100.0,0 - 1
927,1077,LASU,La Sierra,Golden Eagles,n/a,100.0,0 - 1
928,1078,SPC,Spurgeon College,Knights,n/a,100.0,0 - 0
929,1079,CSM,Colorado School of Mines,Orediggers,n/a,100.0,0 - 0
1076,1235,COLS,Colby-Sawyer College,Chargers,n/a,100.0,0 - 0
1253,1420,AUG,Augusta,Jaguars,n/a,100.0,0 - 0
1078,1237,PRVD,Providence (MT),Argos,n/a,100.0,0 - 0
1260,1427,WSTMMO,Westminster (MO),Blue Jays,n/a,100.0,0 - 0
1232,1398,TAMSA,Texas A&M-San Antonio,Jaguars,n/a,100.0,0 - 2
1233,1399,HCS,Holy Cross (IN),Saints,n/a,100.0,0 - 1
1234,1400,SOR,Southern Oregon,Raiders,n/a,100.0,0 - 0
1235,1401,VTSTR,Vermont State Randolph,Knights,n/a,100.0,0 - 0
1236,1402,PITTB,Pittsburgh Bradford,Panthers,n/a,100.0,0 - 0
1237,1403,SUNYB,SUNY-Brockport,Golden Eagles,n/a,100.0,0 - 0
1238,1404,NELSON,Nelson,Lions,n/a,100.0,0 - 0
1239,1405,MANORC,Manor College,Blue Jays,n/a,100.0,0 - 0
1240,1407,ENDC,Endicott College,Gulls,n/a,100.0,0 - 0
1241,1408,PSSHEN,Penn State-Shenango,Nittany Lions,n/a,100.0,0 - 3
1242,1409,PSFAY,Penn State-Fayette,Nittany Lions,n/a,100.0,0 - 0
1243,1410,PSSCR,Penn State-Scranton,Nittany Lions,n/a,100.0,0 - 0
1244,1411,NOBEL,Nobel,Knights,n/a,100.0,0 - 6
1245,1412,BOWD,Bowdoin,Polar Bears,n/a,100.0,0 - 0
1246,1413,RPI,Rensselaer Polytechnic,Engineers,n/a,100.0,0 - 0
1247,1414,PRATT,Pratt Institute,Cannoneers,n/a,100.0,0 - 0
1248,1415,STMAMN,St. Mary's (MN),Cardinals,n/a,100.0,0 - 0
1249,1416,MARWI,Marian (WI),Sabres,n/a,100.0,0 - 0
1250,1417,DICKPA,Dickinson (PA),Red Devils,n/a,100.0,0 - 1
